Date,HomeTeam,AwayTeam,FTHG,FTAG
15/12/2018,Valladolid,Ath Madrid,2,3
16/12/2018,Espanol,Betis,1,3
16/12/2018,Huesca,Villarreal,2,2
16/12/2018,Levante,Barcelona,0,5
16/12/2018,Sevilla,Girona,2,0
17/12/2018,Alaves,Ath Bilbao,0,0
21/12/2018,Girona,Getafe,1,1
21/12/2018,Sociedad,Alaves,0,1
22/12/2018,Ath Bilbao,Valladolid,1,1
22/12/2018,Ath Madrid,Espanol,1,0
22/12/2018,Barcelona,Celta,2,0
22/12/2018,Betis,Eibar,1,1
23/12/2018,Leganes,Sevilla,1,1
23/12/2018,Valencia,Huesca,2,1
23/12/2018,Vallecano,Levante,2,1
03/01/2019,Villarreal,Real Madrid,2,2
04/01/2019,Espanol,Leganes,1,0
04/01/2019,Levante,Girona,2,2
05/01/2019,Alaves,Valencia,2,1
05/01/2019,Huesca,Betis,2,1
05/01/2019,Valladolid,Vallecano,0,1
06/01/2019,Eibar,Villarreal,0,0
06/01/2019,Getafe,Barcelona,1,2
06/01/2019,Real Madrid,Sociedad,0,2
06/01/2019,Sevilla,Ath Madrid,1,1
07/01/2019,Celta,Ath Bilbao,1,2
11/01/2019,Vallecano,Celta,4,2
12/01/2019,Girona,Alaves,1,1
12/01/2019,Leganes,Huesca,1,0
12/01/2019,Valencia,Valladolid,1,1
12/01/2019,Villarreal,Getafe,1,2
13/01/2019,Ath Bilbao,Sevilla,2,0
13/01/2019,Ath Madrid,Levante,1,0
13/01/2019,Barcelona,Eibar,3,0
13/01/2019,Betis,Real Madrid,1,2
14/01/2019,Sociedad,Espanol,3,2
18/01/2019,Getafe,Alaves,4,0
19/01/2019,Celta,Valencia,1,2
19/01/2019,Huesca,Ath Madrid,0,3
19/01/2019,Real Madrid,Sevilla,2,0
20/01/2019,Barcelona,Leganes,3,1
20/01/2019,Betis,Girona,3,2
20/01/2019,Levante,Valladolid,2,0
20/01/2019,Vallecano,Sociedad,2,2
20/01/2019,Villarreal,Ath Bilbao,1,1
21/01/2019,Eibar,Espanol,3,0
26/01/2019,Ath Madrid,Getafe,2,0
26/01/2019,Leganes,Eibar,2,2
26/01/2019,Sevilla,Levante,5,0
26/01/2019,Valencia,Villarreal,3,0
27/01/2019,Ath Bilbao,Betis,1,0
27/01/2019,Espanol,Real Madrid,2,4
27/01/2019,Girona,Barcelona,0,2
27/01/2019,Sociedad,Huesca,0,0
27/01/2019,Valladolid,Celta,2,1
28/01/2019,Alaves,Vallecano,0,1
01/02/2019,Huesca,Valladolid,4,0
02/02/2019,Barcelona,Valencia,2,2
02/02/2019,Celta,Sevilla,1,0
02/02/2019,Levante,Getafe,0,0
02/02/2019,Sociedad,Ath Bilbao,2,1
03/02/2019,Betis,Ath Madrid,1,0
03/02/2019,Eibar,Girona,3,0
03/02/2019,Real Madrid,Alaves,3,0
03/02/2019,Villarreal,Espanol,2,2
04/02/2019,Vallecano,Leganes,1,2
08/02/2019,Valladolid,Villarreal,0,0
09/02/2019,Ath Madrid,Real Madrid,1,3
09/02/2019,Espanol,Vallecano,2,1
09/02/2019,Getafe,Celta,3,1
09/02/2019,Girona,Huesca,0,2
10/02/2019,Ath Bilbao,Barcelona,0,0
10/02/2019,Leganes,Betis,3,0
10/02/2019,Sevilla,Eibar,2,2
10/02/2019,Valencia,Sociedad,0,0
11/02/2019,Alaves,Levante,2,0
15/02/2019,Eibar,Getafe,2,2
16/02/2019,Barcelona,Valladolid,1,0
16/02/2019,Celta,Levante,1,4
16/02/2019,Sociedad,Leganes,3,0
16/02/2019,Vallecano,Ath Madrid,0,1
17/02/2019,Betis,Alaves,1,1
17/02/2019,Real Madrid,Girona,1,2
17/02/2019,Valencia,Espanol,0,0
17/02/2019,Villarreal,Sevilla,3,0
18/02/2019,Huesca,Ath Bilbao,0,1
22/02/2019,Espanol,Huesca,1,1
23/02/2019,Alaves,Celta,0,0
23/02/2019,Ath Bilbao,Eibar,1,0
23/02/2019,Getafe,Vallecano,2,1
23/02/2019,Sevilla,Barcelona,2,4
24/02/2019,Ath Madrid,Villarreal,2,0
24/02/2019,Leganes,Valencia,1,1
24/02/2019,Levante,Real Madrid,1,2
24/02/2019,Valladolid,Betis,0,2
25/02/2019,Girona,Sociedad,0,0
01/03/2019,Vallecano,Girona,0,2
02/03/2019,Espanol,Valladolid,3,1
02/03/2019,Huesca,Sevilla,2,1
02/03/2019,Real Madrid,Barcelona,0,1
02/03/2019,Villarreal,Alaves,1,2
03/03/2019,Betis,Getafe,1,2
03/03/2019,Eibar,Celta,1,0
03/03/2019,Sociedad,Ath Madrid,0,2
03/03/2019,Valencia,Ath Bilbao,2,0
04/03/2019,Leganes,Levante,1,0
08/03/2019,Ath Bilbao,Espanol,1,1
09/03/2019,Alaves,Eibar,1,1
09/03/2019,Ath Madrid,Leganes,1,0
09/03/2019,Barcelona,Vallecano,3,1
09/03/2019,Getafe,Huesca,2,1
10/03/2019,Celta,Betis,0,1
10/03/2019,Girona,Valencia,2,3
10/03/2019,Levante,Villarreal,0,2
10/03/2019,Sevilla,Sociedad,5,2
10/03/2019,Valladolid,Real Madrid,1,4
15/03/2019,Sociedad,Levante,1,1
16/03/2019,Ath Bilbao,Ath Madrid,2,0
